hhid,sampletype,tacoma_addon,traveldate,dayofweek,hhnumtrips,vehicle_count,hhsize,numadults,numchildren,numworkers,lifecycle,hh_income_detailed,hh_income_followup,hh_income_broad,sample_segname,h_cnty,h_city,h_zip,address_use_flag,panel_moveinspect,h_segname,h_county_name,h_district_name,h_rgc_name,h_school_district_name,h_uv_name,h_uv_group,h_tract,h_bg,h_puma10,res_months,res_dur,rent_own,res_type,res_factors_hhchange,res_factors_afford,res_factors_school,res_factors_walk,res_factors_space,res_factors_closefam,res_factors_transit,res_factors_hwy,res_factors_30min,prev_rent_own,prev_res_type,prev_home_wa,prev_home_loc_cnty,prev_home_loc_city,prev_home_loc_zip,prev_home_loc_st,prev_home_loc_x,hh_info_dur,incentive_type,incentive_amt,user_ismobiledevice,foreign_language,expwt_h1415
14101672,2,0,5/5/2015,Tuesday,3,0,1,1,0,0,5,2,,1,OS_LI,1,SEATTLE,98133,2014final,,OS_LI,King,North Seattle-Shoreline, ,Seattle School District,Bitter Lake Village,1,53033000401,530330004011,11601,1,3,2,5,2,5,3,5,5,2,5,2,3,1,6,1,1,FEDERAL WAY,98003,WA,,12,2,20,FALSE,0,24.11643069
14101675,2,0,5/5/2015,Tuesday,11,1,5,2,3,1,2,2,,1,OS_LI,1,SEATTLE,98125,2015reported,1,REG_HI,King,North Seattle-Shoreline, ,Seattle School District,,,53033000300,530330003001,11601,1,6,2,5,5,4,4,4,4,1,4,1,5,,,,,,,,,9,1,20,FALSE,0,3673.718934
14101677,2,0,6/3/2015,Wednesday,6,1,1,1,0,0,5,3,,2,OS_LI,1,SEATTLE,98125,2014final,,OS_LI,King,North Seattle-Shoreline, ,Seattle School District,Northgate,1,53033001900,530330019001,11602,1,7,1,1,4,5,3,5,4,5,5,3,5,,,,,,,,,5,2,10,FALSE,0,17.85319504
14101688,2,0,4/21/2015,Tuesday,6,1,1,1,0,1,4,5,,3,OS_LI,1,SEATTLE,98133,2014final,,OS_LI,King,North Seattle-Shoreline,Seattle Northgate,Seattle School District,,,53033001300,530330013001,11601,1,5,2,5,3,5,1,4,4,5,4,4,5,,,,,,,,,4,1,10,FALSE,0,26.86936966
14101695,2,0,6/4/2015,Thursday,10,2,2,2,0,0,8,6,,4,OS_MI,1,BELLEVUE,98004,2014final,,OS_MI,King,East Side,Bellevue,Bellevue School District,,,53033023804,530330238041,11608,1,6,1,5,2,4,2,2,2,4,4,4,4,,,,,,,,,9,2,10,FALSE,0,34.21812639
14101698,2,0,5/7/2015,Thursday,2,2,2,2,0,2,7,5,,3,REG_MI,4,MONROE,98272,2014final,,REG_MI,Snohomish,Suburban Snohomish, ,Monroe School District,,,53061052207,530610522071,11705,1,7,1,6,3,5,5,4,5,5,4,3,4,,,,,,,,,9,2,10,TRUE,0,682.2508185
14101699,2,0,5/7/2015,Thursday,5,1,1,1,0,0,5,2,,1,REG_MI,4,STANWOOD,98292,2014final,,REG_MI,Snohomish,Suburban Snohomish, ,Stanwood-Camano School District,,,53061053301,530610533013,11706,1,5,2,5,1,5,1,4,1,1,4,1,1,,,,,,,,,9,2,10,FALSE,0,746.9693111
14101703,2,0,5/12/2015,Tuesday,4,2,2,2,0,2,8,5,,3,REG_MI,4,MOUNTLAKE TERRACE,98043,2014final,,REG_MI,Snohomish,Everett-Lynwood-Edmonds, ,Edmonds School District,,,53061051200,530610512001,11701,1,5,1,2,4,5,3,4,3,4,4,3,4,,,,,,,,,8,2,10,FALSE,0,481.0498706
14101709,2,0,6/3/2015,Wednesday,4,2,2,2,0,2,8,98,98,98,REG_MI,3,BONNEY LAKE,98391,2014final,,REG_MI,Pierce,South Pierce, ,Sumner School District,,,53053070309,530530703093,11505,1,7,1,1,5,5,5,5,4,4,2,4,4,,,,,,,,,14,1,10,FALSE,0,746.6720623
14101710,2,0,4/21/2015,Tuesday,6,1,1,1,0,0,5,3,,2,REG_MI,1,FALL CITY,98024,2014final,,REG_MI,King,East Side, ,Snoqualmie Valley School District,,,53033032601,530330326011,11616,1,7,1,1,1,5,3,5,4,5,1,4,5,,,,,,,,,294,2,10,FALSE,0,142.0350747
14101712,2,0,5/12/2015,Tuesday,17,3,4,4,0,3,7,5,,3,REG_MI,1,KENT,98042,2014final,,REG_MI,King,Renton-FedWay-Kent, ,Kent School District,,,53033031704,530330317042,11613,1,6,1,1,3,5,5,4,4,4,4,2,3,,,,,,,,,43,1,20,FALSE,0,1545.8844
14101716,2,0,6/4/2015,Thursday,26,2,2,2,0,0,8,7,,5,REG_MI,1,FEDERAL WAY,98023,2014final,,REG_MI,King,Renton-FedWay-Kent, ,Federal Way School District,,,53033030308,530330303083,11612,1,6,1,1,1,5,3,5,3,3,1,3,5,,,,,,,,,11894,2,10,FALSE,0,79.35457899
14101724,2,0,4/21/2015,Tuesday,4,1,1,1,0,1,3,2,,1,REG_MI,1,SEATTLE,98103,2014final,,REG_MI,King,North Seattle-Shoreline, ,Seattle School District,,,53033003500,530330035002,11601,1,4,2,5,1,4,1,5,5,3,4,2,4,2,3,1,1,SEATTLE,98125,WA,,5,1,20,FALSE,0,1414.570621
14101725,2,0,5/6/2015,Wednesday,16,2,2,2,0,0,8,4,,2,REG_MI,1,SEATTLE,98199,2014final,,REG_MI,King,Seattle CBD, ,Seattle School District,Ballard-Interbay-Northend,6,53033005802,530330058023,11603,1,7,1,1,3,3,3,3,2,3,3,3,2,,,,,,,,,4712,2,10,FALSE,0,182.67199
14101728,2,0,5/12/2015,Tuesday,11,3,2,2,0,1,7,10,,5,REG_MI,1,SEATTLE,98103,2014final,,REG_MI,King,North Seattle-Shoreline, ,Seattle School District,,,53033001702,530330017021,11601,1,7,1,1,3,4,3,4,4,3,4,3,3,,,,,,,,,8,1,10,FALSE,0,91.93032224
14101732,2,0,6/3/2015,Wednesday,3,1,1,1,0,1,4,6,,4,REG_LI,4,LYNNWOOD,98036,2014final,,REG_LI,Snohomish,Everett-Lynwood-Edmonds, ,Edmonds School District,,,53061051400,530610514004,11701,1,5,1,2,1,5,1,3,4,5,1,4,3,,,,,,,,,4,1,10,FALSE,0,54.93101146
14101740,2,0,4/21/2015,Tuesday,4,1,2,2,0,0,8,98,98,98,REG_HI,4,EDMONDS,98020,2014final,,REG_HI,Snohomish,Everett-Lynwood-Edmonds, ,Edmonds School District,,,53061050500,530610505002,11701,1,2,1,5,3,5,3,5,3,5,3,3,3,1,1,1,1,VASHON,98070,WA,,15,2,10,FALSE,0,71.33424919
14101744,2,0,5/5/2015,Tuesday,2,1,1,1,0,0,4,2,,1,REG_HI,4,EVERETT,98208,2014final,,REG_HI,Snohomish,Everett-Lynwood-Edmonds, ,Everett School District,,,53061041806,530610418065,11703,1,5,2,2,1,5,1,1,4,4,1,4,5,,,,,,,,,3,1,20,FALSE,0,274.4910271
14101754,2,0,5/12/2015,Tuesday,0,1,2,2,0,0,8,4,,2,REG_HI,2,SILVERDALE,98383,2014final,,REG_HI,Kitsap,Kitsap, ,Central Kitsap School District,,,53035091302,530350913024,11801,1,5,1,1,1,4,2,2,5,4,1,2,1,,,,,,,,,7,2,10,FALSE,0,154.2769683
14101756,2,0,6/4/2015,Thursday,2,2,2,2,0,1,7,6,,4,REG_HI,2,POULSBO,98370,2014final,,REG_HI,Kitsap,Kitsap, ,North Kitsap School District,,,53035090502,530350905021,11801,1,6,1,1,3,4,1,4,5,1,2,2,4,,,,,,,,,82986,1,10,FALSE,0,108.2948704
14101757,2,0,5/6/2015,Wednesday,19,2,3,3,0,1,7,4,,2,REG_HI,2,PORT ORCHARD,98367,2015reported,,REG_HI,Kitsap,Kitsap, ,South Kitsap School District,,,53035092902,530350929023,11802,1,5,1,1,3,5,3,3,5,4,3,4,3,,,,,,,,,20,1,10,FALSE,0,355.9432802
14101765,2,0,5/6/2015,Wednesday,6,2,2,2,0,2,7,7,,5,REG_HI,1,COVINGTON,98042,2014final,,REG_HI,King,Renton-FedWay-Kent, ,Kent School District,,,53033031705,530330317052,11615,1,6,1,1,1,5,5,3,3,4,1,2,2,,,,,,,,,7,2,10,FALSE,0,715.4216698
14101770,2,0,4/21/2015,Tuesday,12,2,3,3,0,3,7,5,,3,REG_HI,1,ISSAQUAH,98027,2014final,,REG_HI,King,East Side, ,Issaquah School District,,,53033032104,530330321043,11609,1,3,1,5,1,4,4,5,3,5,4,4,5,3,4,2,9,"OBERURSEL, GERMANY",,,1,12,2,10,FALSE,0,1781.64
14101771,2,0,5/14/2015,Thursday,13,2,2,2,0,0,7,98,98,98,REG_HI,1,FEDERAL WAY,98023,2014final,,REG_HI,King,Renton-FedWay-Kent, ,Federal Way School District,,,53033030100,530330301002,11612,1,6,1,1,1,5,5,5,5,4,4,4,5,,,,,,,,,9,2,10,FALSE,0,103.610282
14101780,2,0,5/14/2015,Thursday,2,1,2,2,0,2,7,98,98,98,REG_HI,1,LAKE FOREST PARK,98155,2014final,1,REG_HI,King,North Seattle-Shoreline, ,Shoreline School District,,,53033021500,530330215001,11606,1,5,5,1,3,4,3,4,4,4,4,4,2,,,,,,,,,9,1,10,FALSE,0,212.1917771
14101782,2,0,4/23/2015,Thursday,10,2,3,2,1,2,2,6,,4,REG_HI,1,SEATTLE,98108,2014final,,REG_HI,King,West-South Seattle, ,Seattle School District,,,53033010401,530330104011,11605,1,5,1,1,3,5,4,5,4,3,4,4,5,,,,,,,,,14,2,10,TRUE,0,615.8604356
14101788,2,0,4/23/2015,Thursday,8,1,2,2,0,2,6,7,,5,OS_MI,1,SEATTLE,98102,2014final,,OS_MI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Capitol Hill,9,53033007500,530330075003,11604,1,5,2,5,5,5,3,5,3,5,5,4,5,,,,,,,,,8,1,10,FALSE,0,28.02819901
14101796,2,0,6/2/2015,Tuesday,10,1,2,2,0,2,7,8,,5,REG_HI,1,SEATTLE,98199,2014final,,REG_HI,King,Seattle CBD, ,Seattle School District,,,53033005802,530330058021,11603,1,6,1,3,3,3,3,4,4,4,4,2,5,,,,,,,,,7,1,10,FALSE,0,71.28614828
14101797,2,0,5/13/2015,Wednesday,2,1,1,1,0,1,4,9,,5,REG_HI,1,SEATTLE,98199,2014final,,REG_HI,King,Seattle CBD, ,Seattle School District,,,53033005600,530330056001,11603,1,5,1,1,4,2,1,4,4,2,1,1,5,,,,,,,,,6,1,10,FALSE,0,38.40453943
14101800,2,0,6/2/2015,Tuesday,6,3,3,3,0,2,7,10,,5,REG_HI,1,SEATTLE,98115,2014final,,REG_HI,King,North Seattle-Shoreline, ,Seattle School District,,,53033003900,530330039002,11602,1,7,1,1,4,5,5,5,4,4,4,4,4,,,,,,,,,13,1,10,FALSE,0,87.89007862
14101806,2,0,6/4/2015,Thursday,14,1,2,2,0,1,8,7,,5,OS_MI,2,BAINBRIDGE ISLAND,98110,2014final,,OS_MI,Kitsap,Kitsap, ,Bainbridge Island School District,,,53035090900,530350909001,11801,1,6,1,2,5,4,3,5,4,4,4,4,5,,,,,,,,,12,1,10,FALSE,0,47.56809575
14101808,2,0,5/7/2015,Thursday,9,3,3,3,0,2,6,7,,5,OS_MI,3,TACOMA,98405,2014final,,OS_MI,Pierce,Tacoma, ,Tacoma Public Schools,,,53053061100,530530611003,11501,1,5,1,1,3,5,1,4,4,4,1,5,4,,,,,,,,,9,2,10,FALSE,0,26.603175
14101818,2,0,5/6/2015,Wednesday,3,1,1,1,0,0,3,2,,1,OS_MI,1,SEATTLE,98122,2014final,1,OS_LI,King,Seattle CBD, ,Seattle School District,Pike/Pine,10,53033008600,530330086001,11604,1,1,2,5,5,5,2,5,5,5,4,4,5,2,3,1,1,SEATTLE,98122,WA,,5,1,10,FALSE,0,75.01774235
14101824,2,0,5/13/2015,Wednesday,5,1,1,1,0,1,3,7,,5,OS_MI,1,SEATTLE,98112,2014final,,OS_MI,King,Seattle CBD, ,Seattle School District,Madison-Miller,14,53033007600,530330076001,11604,1,2,2,5,1,4,1,5,2,3,4,4,5,1,1,1,3,TACOMA,98405,WA,,4,1,10,FALSE,0,38.523845
14101828,2,0,5/14/2015,Thursday,7,0,2,2,0,2,7,4,,2,OS_MI,1,SEATTLE,98102,2014final,,OS_MI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Capitol Hill,9,53033007402,530330074021,11603,1,4,2,5,3,5,3,5,4,3,5,3,2,2,5,2,8,NEW YORK,10065,NY,0,7,1,10,FALSE,0,41.14350768
14101831,2,0,6/2/2015,Tuesday,8,0,1,1,0,0,4,3,,2,OS_MI,1,SEATTLE,98119,2014final,,OS_MI,King,Seattle CBD,Seattle Uptown,Seattle School District,Uptown,8,53033007100,530330071001,11603,1,7,2,5,1,5,1,5,5,1,5,5,5,,,,,,,,,7,2,10,FALSE,0,10.79438445
14101836,2,0,6/4/2015,Thursday,2,2,3,3,0,2,7,6,,4,OS_MI,1,SEATTLE,98146,2015reported,1,REG_MI,King,West-South Seattle, ,Highline School District,,,53033026801,530330268011,11611,1,1,1,1,4,5,4,4,5,4,4,4,5,2,3,1,1,SEATTLE,98119,WA,,10,1,10,FALSE,0,48.40435722
14101837,2,0,4/21/2015,Tuesday,0,0,1,1,0,0,5,2,,1,OS_MI,1,SEATTLE,98199,2015reported,1,REG_HI,King,Seattle CBD, ,Seattle School District,,,53033005600,530330056003,11603,1,1,2,1,1,1,1,4,1,4,1,1,1,2,7,1,1,SEATTLE,98115,WA,,2759,2,20,FALSE,0,52.00133036
14101838,2,0,4/22/2015,Wednesday,9,2,3,2,1,2,1,5,,3,OS_MI,1,SEATTLE,98115,2014final,,OS_MI,King,North Seattle-Shoreline, ,Seattle School District,Green Lake,3,53033003600,530330036004,11601,1,5,2,5,5,4,1,5,5,4,5,2,5,,,,,,,,,11,1,10,FALSE,0,130.4262108
14101839,2,0,5/12/2015,Tuesday,9,1,1,1,0,1,5,6,,4,OS_MI,1,SEATTLE,98107,2014final,,OS_MI,King,North Seattle-Shoreline, ,Seattle School District,Ballard,6,53033003200,530330032003,11601,1,3,1,2,5,3,1,5,3,2,5,1,5,1,1,1,1,SEATTLE,98117,WA,,8,2,10,FALSE,0,13.98990065
14101840,2,0,5/5/2015,Tuesday,6,2,2,2,0,0,8,7,,5,OS_MI,1,SEATTLE,98107,2014final,,OS_MI,King,North Seattle-Shoreline, ,Seattle School District,Ballard,6,53033004700,530330047004,11601,1,5,1,5,2,3,4,5,2,4,5,3,1,,,,,,,,,14,2,10,FALSE,0,5.933107394
14101841,2,0,5/6/2015,Wednesday,8,2,2,2,0,2,6,98,5,5,OS_MI,1,SEATTLE,98107,2014final,,OS_MI,King,North Seattle-Shoreline, ,Seattle School District,Ballard,6,53033004700,530330047003,11601,1,3,1,2,4,5,3,5,4,3,5,3,5,2,5,1,1,SEATTLE,98109,WA,,13,2,10,FALSE,0,24.48150034
14101842,2,0,5/6/2015,Wednesday,9,1,1,1,0,1,4,2,,1,OS_MI,1,SEATTLE,98103,2014final,,OS_MI,King,North Seattle-Shoreline, ,Seattle School District,Wallingford,5,53033005000,530330050003,11601,1,5,2,5,3,5,3,5,4,4,4,4,3,,,,,,,,,5,2,20,FALSE,0,46.76270853
14101846,2,0,4/23/2015,Thursday,4,1,1,1,0,1,3,6,,4,OS_MI,1,SEATTLE,98102,2014final,,OS_MI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,,,53033006500,530330065002,11604,1,2,2,5,3,4,3,5,3,2,3,2,5,2,3,2,8,COLUMBUS,43210,OH,0,10,2,10,TRUE,0,46.4782924
14101850,2,0,5/13/2015,Wednesday,2,1,1,1,0,1,4,7,,5,OS_HI,1,SEATTLE,98121,2014final,,OS_HI,King,Seattle CBD,Seattle Downtown,Seattle School District,Belltown,12,53033008001,530330080014,11603,1,5,1,5,1,4,1,5,2,2,4,3,2,,,,,,,,,5,1,10,FALSE,0,13.1769426
14101855,2,0,5/14/2015,Thursday,5,1,1,1,0,0,4,5,,3,OS_HI,1,SEATTLE,98103,2014final,,OS_HI,King,North Seattle-Shoreline, ,Seattle School District,Wallingford,5,53033005100,530330051001,11601,1,5,2,5,3,4,1,4,4,3,3,4,3,,,,,,,,,11,1,10,FALSE,0,8.072320324
14101856,2,0,6/4/2015,Thursday,5,0,1,1,0,1,3,3,,2,OS_HI,1,SEATTLE,98117,2014final,,OS_HI,King,North Seattle-Shoreline, ,Seattle School District,Ballard,6,53033003300,530330033004,11601,1,2,2,5,3,5,1,5,5,3,5,2,5,2,3,1,1,SEATTLE,98116,WA,,7,1,10,FALSE,0,97.01913897
14101857,2,0,4/21/2015,Tuesday,7,1,1,1,0,1,4,4,,2,OS_HI,1,SEATTLE,98107,2014final,,OS_HI,King,North Seattle-Shoreline, ,Seattle School District,Ballard,6,53033003300,530330033004,11601,1,6,2,3,3,5,3,5,4,5,5,1,5,,,,,,,,,8,1,10,FALSE,0,64.18960124
14101860,2,0,5/5/2015,Tuesday,5,1,2,2,0,2,7,6,,4,OS_HI,2,BAINBRIDGE ISLAND,98110,2014final,,OS_HI,Kitsap,Kitsap, ,Bainbridge Island School District,,,53035090800,530350908003,11801,1,7,1,1,3,4,2,2,4,2,4,2,4,,,,,,,,,8,2,10,FALSE,0,65.75336689
14101861,2,0,6/3/2015,Wednesday,16,2,2,2,0,2,6,8,,5,OS_HI,1,LAKE FOREST PARK,98155,2014final,,OS_HI,King,North Seattle-Shoreline, ,Shoreline School District,,,53033020402,530330204021,11606,1,4,1,1,3,5,4,3,2,4,3,5,5,2,5,1,1,SEATTLE,98133,WA,,8,1,10,FALSE,0,127.3800485
14101868,2,0,4/23/2015,Thursday,2,0,1,1,0,1,3,3,,2,OS_HI,1,SEATTLE,98144,2014final,,OS_HI,King,West-South Seattle, ,Seattle School District,,,53033010002,530330100022,11605,1,2,2,5,3,4,3,4,3,4,5,3,4,2,5,1,1,SEATTLE,98178,WA,,8,2,10,TRUE,0,127.9982272
14101871,2,0,6/4/2015,Thursday,5,1,1,1,0,1,4,7,,5,OS_HI,1,SEATTLE,98103,2014final,,OS_HI,King,North Seattle-Shoreline, ,Seattle School District,,,53033005400,530330054002,11601,1,5,1,5,3,5,1,5,4,5,5,2,5,,,,,,,,,8,1,10,TRUE,0,14.36078601
14101872,2,0,5/14/2015,Thursday,2,1,1,1,0,1,4,5,,3,OS_HI,1,SEATTLE,98119,2014final,,OS_HI,King,Seattle CBD, ,Seattle School District,Uptown,8,53033005802,530330058022,11603,1,2,2,3,3,5,3,5,3,5,4,3,4,2,3,2,8,PORTLAND,, ME,0,38340,1,10,TRUE,0,79.59981108
14101875,2,0,6/3/2015,Wednesday,8,2,2,2,0,1,7,7,,5,OS_HI,1,SEATTLE,98117,2014final,,OS_HI,King,North Seattle-Shoreline, ,Seattle School District,Ballard,6,53033003300,530330033003,11601,1,4,1,2,4,5,4,5,2,4,5,4,5,1,1,1,1,NORMANDY PARK,98166,WA,,12,2,10,FALSE,0,14.68305205
14101879,2,0,4/30/2015,Thursday,4,1,1,1,0,1,3,4,,2,OS_HI,1,SEATTLE,98115,2014final,,OS_HI,King,North Seattle-Shoreline, ,Seattle School District,,,53033004200,530330042005,11602,1,2,2,5,5,5,1,5,2,4,5,1,4,2,5,1,1,SEATTLE,98119,WA,,33529,2,10,TRUE,0,228.7970923
14101880,2,0,5/7/2015,Thursday,2,1,3,2,1,1,1,10,,5,OS_HI,1,BELLEVUE,98004,2014final,,OS_HI,King,East Side,Bellevue,Bellevue School District,,,53033023803,530330238031,11608,1,4,1,5,4,3,5,5,3,2,5,5,5,2,5,1,1,BELLEVUE,98004,WA,,6,2,10,FALSE,0,73.62336487
14101883,2,0,4/29/2015,Wednesday,5,2,1,1,0,1,4,5,,3,OS_HI,1,SEATTLE,98103,2014final,,OS_HI,King,North Seattle-Shoreline, ,Seattle School District,Greenwood-Phinney Ridge,2,53033001800,530330018002,11601,1,5,1,2,3,4,3,4,3,3,4,4,5,,,,,,,,,6,2,10,FALSE,0,51.67005676
14101885,2,0,5/14/2015,Thursday,9,1,3,2,1,1,2,98,3,3,OS_HI,1,REDMOND,98052,2014final,,OS_HI,King,East Side, ,Lake Washington School District,,,53033022803,530330228031,11607,1,3,2,5,2,2,5,4,1,4,5,1,5,2,5,1,1,REDMOND,98052,WA,,19,1,10,FALSE,0,132.3410025
14101887,2,0,6/3/2015,Wednesday,6,1,1,1,0,1,4,2,,1,REG_HI,1,BELLEVUE,98008,2014final,,REG_HI,King,East Side, ,Bellevue School District,,,53033023300,530330233001,11608,1,5,2,3,3,5,1,3,5,4,3,4,3,,,,,,,,,11,1,20,FALSE,0,873.6042963
14101888,2,0,4/28/2015,Tuesday,3,1,1,1,0,1,4,7,,5,REG_HI,1,BELLEVUE,98008,2014final,,REG_HI,King,East Side, ,Bellevue School District,,,53033023300,530330233002,11608,1,5,1,1,2,3,3,5,3,4,5,5,5,,,,,,,,,5,1,10,FALSE,0,74.25638422
14101889,2,0,5/6/2015,Wednesday,0,1,1,1,0,0,5,5,,3,REG_HI,1,REDMOND,98052,2014final,,REG_HI,King,East Side, ,Bellevue School District,,,53033022902,530330229025,11607,1,7,1,1,4,5,5,3,5,4,2,1,4,,,,,,,,,7,2,10,FALSE,0,53.67147568
14101891,2,0,5/12/2015,Tuesday,6,2,3,3,0,0,8,1,,1,REG_HI,1,BELLEVUE,98006,2014final,,REG_HI,King,East Side, ,Bellevue School District,,,53033024901,530330249012,11608,1,7,5,1,1,5,1,4,1,1,4,4,4,,,,,,,,,17,2,10,FALSE,0,288.8521607
14101893,2,0,4/28/2015,Tuesday,2,1,1,1,0,1,4,4,,2,OS_LI,2,BREMERTON,98337,2014final,,OS_LI,Kitsap,Kitsap,Bremerton,Bremerton School District,,,53035080500,530350805001,11802,1,5,1,5,2,4,3,4,2,3,4,3,4,,,,,,,,,12,2,10,FALSE,0,297.4335981
14101895,2,0,4/21/2015,Tuesday,2,2,2,2,0,0,8,4,,2,OS_LI,3,TACOMA,98406,2014final,,OS_LI,Pierce,Tacoma, ,Tacoma Public Schools,,,53053060905,530530609054,11502,1,6,1,1,1,3,1,4,3,4,4,1,1,,,,,,,,,12,1,10,FALSE,0,59.46305837
14101897,2,0,5/14/2015,Thursday,4,4,2,2,0,1,7,98,98,98,OS_LI,1,KENT,98031,2015reported,1,OS_LI,King,Renton-FedWay-Kent, ,Kent School District,,,53033029305,530330293052,11613,1,7,5,1,3,4,3,3,3,3,3,3,3,,,,,,,,,17,2,10,TRUE,0,2469.04462
14101902,2,0,5/12/2015,Tuesday,6,4,2,2,0,2,7,7,,5,OS_LI,1,ENUMCLAW,98022,2014final,,OS_LI,King,Renton-FedWay-Kent, ,Enumclaw School District,,,53033031400,530330314001,11615,1,5,1,1,3,5,3,2,4,1,1,3,4,,,,,,,,,21,1,10,FALSE,0,380.3954938
14101903,2,0,4/22/2015,Wednesday,5,2,2,2,0,2,7,3,,2,OS_LI,1,AUBURN,98002,2014final,,OS_LI,King,Renton-FedWay-Kent, ,Auburn School District,,,53033030802,530330308021,11614,1,3,1,1,5,5,3,3,5,5,4,4,5,2,5,1,1,SEATTLE,98102,WA,,8,1,10,FALSE,0,684.0388216
14101905,2,0,4/22/2015,Wednesday,2,0,1,1,0,1,4,5,,3,OS_LI,1,AUBURN,98002,2014final,,OS_LI,King,Renton-FedWay-Kent, ,Auburn School District,,,53033030504,530330305043,11614,1,3,2,5,4,5,1,4,3,1,5,1,5,4,8,1,1,SEATTLE,98101,WA,,6,2,10,FALSE,0,361.9713299
14101907,2,0,6/4/2015,Thursday,7,1,1,1,0,1,4,4,,2,OS_LI,1,SEATTLE,98126,2014final,,OS_LI,King,West-South Seattle, ,Seattle School District,,,53033010702,530330107023,11605,1,5,1,2,3,5,3,4,2,4,4,2,4,,,,,,,,,5,1,10,FALSE,0,200.6090037
14101910,2,0,5/13/2015,Wednesday,5,0,2,2,0,1,7,4,,2,OS_LI,1,SEATTLE,98118,2014final,,OS_LI,King,West-South Seattle, ,Seattle School District,,,53033010100,530330101004,11604,1,6,1,1,1,5,4,5,4,4,5,1,4,,,,,,,,,5,2,10,FALSE,0,59.12184643
14101911,2,0,4/23/2015,Thursday,10,2,3,2,1,2,1,98,98,98,OS_LI,1,SEATTLE,98118,2014final,,OS_LI,King,West-South Seattle, ,Seattle School District,Othello,18,53033010300,530330103003,11604,1,3,1,1,4,4,5,5,3,4,5,3,4,2,5,1,1,SEATTLE,98118,WA,,27,1,10,TRUE,0,72.93298076
14101915,2,0,5/5/2015,Tuesday,5,0,1,1,0,0,5,1,,1,OS_LI,1,SEATTLE,98104,2014final,,OS_LI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,First Hill,11,53033008500,530330085002,11603,1,5,2,5,3,5,1,5,4,5,5,3,3,,,,,,,,,6,1,10,FALSE,0,68.46188797
14101916,2,0,4/29/2015,Wednesday,10,1,2,2,0,1,6,4,,2,OS_LI,1,SEATTLE,98122,2014final,,OS_LI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Pike/Pine,10,53033008600,530330086001,11604,1,3,2,5,4,5,1,2,2,2,3,5,3,2,1,1,1,SEATTLE,98103,WA,,11,2,10,TRUE,0,83.08375301
14101922,2,0,5/5/2015,Tuesday,5,0,1,1,0,1,3,2,,1,OS_LI,1,SEATTLE,98101,2014final,,OS_LI,King,Seattle CBD,Seattle Downtown,Seattle School District,Denny Triangle,12,53033007300,530330073002,11603,1,3,2,5,1,5,1,5,3,5,5,1,5,2,5,1,1,SEATTLE,98101,WA,,8,1,10,FALSE,0,210.5607966
14101924,2,0,6/2/2015,Tuesday,2,1,1,1,0,1,3,6,,4,OS_LI,1,SEATTLE,98104,2014final,,OS_LI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,First Hill,11,53033008300,530330083001,11603,1,5,1,5,1,4,1,5,3,4,2,5,5,,,,,,,,,28,1,10,FALSE,0,35.21698425
14101925,2,0,5/6/2015,Wednesday,11,1,3,2,1,2,2,7,,5,OS_LI,1,SEATTLE,98122,2014final,,OS_LI,King,Seattle CBD, ,Seattle School District,Pike/Pine,10,53033008600,530330086001,11604,1,5,1,1,5,5,5,5,5,4,5,2,5,,,,,,,,,6,1,10,FALSE,0,49.61427583
14101926,2,0,5/7/2015,Thursday,0,1,1,1,0,0,5,2,,1,OS_LI,1,SEATTLE,98118,2014final,,OS_LI,King,West-South Seattle, ,Seattle School District,Rainier Beach,18,53033011800,530330118006,11604,1,7,1,1,3,5,5,5,4,5,5,4,5,,,,,,,,,14,2,20,FALSE,0,130.9701344
14101929,2,0,5/6/2015,Wednesday,10,2,2,2,0,2,6,9,,5,OS_LI,1,SEATTLE,98109,2015reported,1,OS_HI,King,Seattle CBD,Seattle South Lake Union,Seattle School District,South Lake Union,9,53033006700,530330067002,11603,1,1,2,5,4,4,1,5,3,4,5,4,4,2,5,1,1,SEATTLE,98121,WA,,48,1,10,FALSE,0,39.67588172
14101932,2,0,5/13/2015,Wednesday,10,1,2,2,0,0,7,7,,5,OS_LI,1,SEATTLE,98121,2014final,,OS_LI,King,Seattle CBD,Seattle Downtown,Seattle School District,Belltown,12,53033008002,530330080021,11603,1,5,1,5,1,4,2,4,2,1,5,4,1,,,,,,,,,11,2,10,TRUE,0,6.163949962
14101937,2,0,6/2/2015,Tuesday,3,1,1,1,0,1,3,6,,4,OS_LI,1,SEATTLE,98133,2014final,,OS_LI,King,North Seattle-Shoreline,Seattle Northgate,Seattle School District,Northgate,1,53033001200,530330012005,11602,1,4,1,2,4,5,2,3,5,2,5,3,5,2,5,1,1,RENTON,98055,WA,,13,2,10,TRUE,0,24.00197407
