hhid,sampletype,tacoma_addon,traveldate,dayofweek,hhnumtrips,vehicle_count,hhsize,numadults,numchildren,numworkers,lifecycle,hh_income_detailed,hh_income_followup,hh_income_broad,sample_segname,h_cnty,h_city,h_zip,address_use_flag,panel_moveinspect,h_segname,h_county_name,h_district_name,h_rgc_name,h_school_district_name,h_uv_name,h_uv_group,h_tract,h_bg,h_puma10,res_months,res_dur,rent_own,res_type,res_factors_hhchange,res_factors_afford,res_factors_school,res_factors_walk,res_factors_space,res_factors_closefam,res_factors_transit,res_factors_hwy,res_factors_30min,prev_rent_own,prev_res_type,prev_home_wa,prev_home_loc_cnty,prev_home_loc_city,prev_home_loc_zip,prev_home_loc_st,prev_home_loc_x,hh_info_dur,incentive_type,incentive_amt,user_ismobiledevice,foreign_language,expwt_h1415
14100001,2,0,6/4/2015,Thursday,5,1,1,1,0,1,4,5,,3,OS_HI,1,SEATTLE,98109,2014final,,OS_HI,King,Seattle CBD,Seattle Uptown,Seattle School District,South Lake Union,9,53033006700,530330067002,11603,1,5,1,5,1,5,1,5,4,5,4,5,5,,,,,,,,,6,1,10,FALSE,0,27.16533674
14100004,2,0,5/7/2015,Thursday,0,0,1,1,0,1,5,7,,5,OS_MI,1,SEATTLE,98119,2014final,,OS_MI,King,Seattle CBD,Seattle Uptown,Seattle School District,Uptown,8,53033007000,530330070002,11603,1,7,2,5,4,4,1,5,1,4,3,1,5,,,,,,,,,6,2,10,FALSE,0,7.0106615
14100007,2,0,5/6/2015,Wednesday,4,1,1,1,0,0,3,2,,1,OS_MI,1,SEATTLE,98109,2014final,,OS_MI,King,Seattle CBD,Seattle South Lake Union,Seattle School District,South Lake Union,9,53033007300,530330073001,11603,1,4,2,5,3,5,3,5,3,4,5,4,5,4,1,1,3,GIG HARBOR,98335,WA,,9,2,10,FALSE,0,86.55789451
14100008,2,0,4/22/2015,Wednesday,3,0,1,1,0,1,4,1,,1,OS_LI,1,SEATTLE,98109,2014final,,OS_LI,King,Seattle CBD,Seattle South Lake Union,Seattle School District,Denny Triangle,12,53033007300,530330073002,11603,1,6,2,5,4,4,3,4,3,3,4,3,3,,,,,,,,,7,1,20,FALSE,0,189.2352154
14100009,2,0,4/29/2015,Wednesday,11,1,2,2,0,0,8,98,5,5,OS_HI,1,SEATTLE,98102,2014final,,OS_HI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Capitol Hill,9,53033007401,530330074011,11603,1,5,1,5,1,5,1,1,1,5,1,1,1,,,,,,,,,9,1,10,FALSE,0,5.631648106
14100010,2,0,4/30/2015,Thursday,5,0,2,2,0,2,7,7,,5,OS_HI,1,SEATTLE,98102,2014final,,OS_HI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Capitol Hill,9,53033007401,530330074011,11603,1,5,2,5,4,4,1,5,3,2,5,1,4,,,,,,,,,5,1,10,FALSE,0,10.09621231
14100012,2,0,4/23/2015,Thursday,4,0,1,1,0,1,4,1,,1,OS_MI,1,SEATTLE,98102,2014final,,OS_MI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Capitol Hill,9,53033007402,530330074021,11603,1,7,2,1,3,4,1,5,4,4,5,4,5,,,,,,,,,7,1,20,FALSE,0,129.6739456
14100013,2,0,4/28/2015,Tuesday,6,0,1,1,0,1,4,6,,4,OS_MI,1,SEATTLE,98102,2014final,,OS_MI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Capitol Hill,9,53033007402,530330074021,11603,1,6,1,5,1,4,1,5,2,4,5,4,5,,,,,,,,,5,1,10,FALSE,0,12.93229686
14100015,2,0,4/28/2015,Tuesday,9,1,1,1,0,1,4,9,,5,OS_LI,1,SEATTLE,98122,2014final,,OS_LI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Pike/Pine,10,53033007402,530330074023,11603,1,6,1,5,2,1,3,1,2,3,1,2,2,,,,,,,,,8,1,10,FALSE,0,7.615486293
14100019,2,0,5/12/2015,Tuesday,3,1,1,1,0,0,5,2,,1,OS_LI,1,SEATTLE,98122,2014final,,OS_LI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Pike/Pine,10,53033007900,530330079004,11604,1,5,2,5,1,5,1,5,5,5,5,1,1,,,,,,,,,10,2,20,FALSE,0,51.73947343
14100031,2,0,5/5/2015,Tuesday,4,1,1,1,0,0,5,5,,3,OS_LI,1,SEATTLE,98101,2014final,,OS_LI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,First Hill,11,53033008200,530330082003,11603,1,2,4,5,3,5,3,5,3,5,5,3,3,1,1,1,1,SEATTLE,98115,WA,,26,2,10,FALSE,0,26.25553174
14100034,2,0,5/12/2015,Tuesday,2,0,1,1,0,0,5,2,,1,OS_MI,1,SEATTLE,98101,2014final,,OS_MI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,First Hill,11,53033008400,530330084002,11603,1,5,2,5,1,5,1,5,4,2,1,1,1,,,,,,,,,7,2,10,FALSE,0,14.87322176
14100038,2,0,5/6/2015,Wednesday,4,0,1,1,0,1,3,4,,2,OS_LI,1,SEATTLE,98105,2014final,,OS_LI,King,North Seattle-Shoreline,Seattle University Community,Seattle School District,University Campus,10,53033007402,530330074023,11602,1,2,2,5,3,4,3,5,2,5,5,1,3,2,5,1,1,SEATTLE,98104,WA,,4,1,10,FALSE,0,92.60373168
14100042,2,0,5/13/2015,Wednesday,4,2,3,2,1,1,2,6,,4,REG_MI,4,LYNNWOOD,98087,2014final,,REG_MI,Snohomish,Suburban Snohomish, ,Edmonds School District,,,53061041703,530610417033,11702,1,6,1,1,1,5,4,3,5,4,1,4,5,,,,,,,,,16,1,10,FALSE,0,516.8344806
14100044,2,0,6/3/2015,Wednesday,6,1,1,1,0,0,5,2,,1,REG_MI,4,EVERETT,98204,2014final,,REG_MI,Snohomish,Everett-Lynwood-Edmonds, ,Mukilteo School District,,,53061041904,530610419042,11703,1,6,1,1,3,5,3,4,3,5,3,2,3,,,,,,,,,16,1,20,FALSE,0,148.3868162
14100046,2,0,4/30/2015,Thursday,11,2,2,2,0,0,8,98,98,98,REG_HI,4,EDMONDS,98026,2014final,,REG_HI,Snohomish,Everett-Lynwood-Edmonds, ,Mukilteo School District,,,53061042003,530610420032,11702,2,7,1,1,3,4,3,2,4,1,1,4,5,,,,,,,,,10,1,10,FALSE,0,138.6437668
14100047,2,0,5/13/2015,Wednesday,5,1,1,1,0,1,4,3,,2,REG_HI,4,LYNNWOOD,98087,2014final,,REG_HI,Snohomish,Everett-Lynwood-Edmonds, ,Mukilteo School District,,,53061042004,530610420043,11702,1,7,1,2,1,5,3,4,4,4,2,4,2,,,,,,,,,4,1,10,FALSE,0,918.7478264
14100048,2,0,6/3/2015,Wednesday,11,3,2,2,0,2,7,7,,5,REG_HI,4,EDMONDS,98026,2014final,,REG_HI,Snohomish,Everett-Lynwood-Edmonds, ,Mukilteo School District,,,53061042005,530610420051,11702,1,7,1,1,1,5,5,2,5,4,1,1,1,,,,,,,,,12386,2,10,FALSE,0,610.6132123
14100051,2,0,5/12/2015,Tuesday,6,3,2,1,1,1,2,6,,4,REG_HI,4,EVERETT,98208,2014final,,REG_HI,Snohomish,Suburban Snohomish, ,Everett School District,,,53061041608,530610416083,11703,1,6,1,1,5,3,4,1,5,1,2,2,2,,,,,,,,,6,1,10,FALSE,0,273.0602731
14100053,2,0,4/21/2015,Tuesday,2,1,1,1,0,0,4,98,2,2,OS_HI,4,LYNNWOOD,98036,2014final,,OS_HI,Snohomish,Everett-Lynwood-Edmonds, ,Edmonds School District,,,53061051702,530610517021,11701,1,6,4,1,1,4,1,3,4,2,3,4,2,,,,,,,,,10,1,10,FALSE,0,50.63856082
14100054,2,0,5/13/2015,Wednesday,12,3,4,2,2,2,1,7,,5,REG_HI,1,KENMORE,98028,2015reported,1,REG_MI,King,East Side, ,Northshore School District,,,53033021600,530330216003,11606,1,1,1,1,4,5,5,4,5,1,3,4,3,1,1,1,4,LYNNWOOD,98036,WA,,10,1,20,FALSE,0,568.1010921
14100057,2,0,4/23/2015,Thursday,21,2,6,2,4,1,1,7,,5,REG_HI,4,BOTHELL,98012,2014final,,REG_HI,Snohomish,Suburban Snohomish, ,Everett School District,,,53061051923,530610519231,11704,1,6,1,1,3,4,3,4,3,3,3,4,3,,,,,,,,,6,1,20,FALSE,0,533.0432463
14100066,2,0,6/3/2015,Wednesday,12,2,4,2,2,2,1,7,,5,REG_MI,4,MARYSVILLE,98271,2014final,,REG_MI,Snohomish,Suburban Snohomish, ,Marysville School District,,,53061940001,530619400012,11706,1,5,1,1,2,4,3,3,5,1,3,5,3,,,,,,,,,5,1,10,FALSE,0,761.390528
14100078,2,0,5/5/2015,Tuesday,12,5,2,2,0,1,8,7,,5,REG_HI,4,WOODINVILLE,98072,2014final,,REG_HI,Snohomish,Suburban Snohomish, ,Monroe School District,,,53061051912,530610519121,11704,1,7,1,1,2,4,1,2,4,2,1,2,2,,,,,,,,,12,2,10,FALSE,0,390.6866275
14100085,2,0,6/3/2015,Wednesday,6,2,1,1,0,0,4,5,,3,REG_HI,4,EDMONDS,98026,2014final,,REG_HI,Snohomish,Everett-Lynwood-Edmonds, ,Edmonds School District,,,53061050800,530610508001,11701,1,7,1,1,1,5,1,4,5,4,3,3,4,,,,,,,,,25,2,10,FALSE,0,53.80802705
14100088,2,0,6/2/2015,Tuesday,3,1,1,1,0,1,4,98,98,98,REG_HI,4,EVERETT,98208,2015reported,1,REG_MI,Snohomish,Suburban Snohomish, ,Everett School District,,,53061041605,530610416053,11703,1,7,1,1,2,1,2,2,2,2,3,2,2,,,,,,,,,40,1,10,FALSE,0,300.4082717
14100090,2,0,6/3/2015,Wednesday,2,1,1,1,0,0,5,98,1,1,OS_LI,4,EVERETT,98201,2014final,,OS_LI,Snohomish,Everett-Lynwood-Edmonds, ,Everett School District,,,53061040200,530610402002,11703,1,5,2,5,1,5,1,4,3,5,1,4,1,,,,,,,,,9,2,10,FALSE,0,82.24641546
14100095,2,0,5/12/2015,Tuesday,2,1,2,2,0,1,6,3,,2,OS_LI,1,SEATTLE,98122,2014final,,OS_LI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,First Hill,11,53033008400,530330084001,11603,1,2,2,5,3,4,3,4,4,4,4,4,4,2,1,2,8,WHITEFISH,59937,MT,0,11,1,10,TRUE,0,87.09501324
14100104,2,0,4/21/2015,Tuesday,4,1,2,2,0,2,7,4,,2,OS_MI,1,SEATTLE,98102,2014final,,OS_MI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Capitol Hill,9,53033007500,530330075003,11604,1,5,2,1,3,5,3,5,4,5,5,4,4,,,,,,,,,3057,1,10,FALSE,0,47.1101116
14100107,2,0,5/13/2015,Wednesday,5,1,1,1,0,1,4,5,,3,OS_LI,1,SEATTLE,98122,2014final,,OS_LI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Pike/Pine,10,53033007402,530330074022,11603,1,6,1,5,3,4,2,5,1,3,4,2,2,,,,,,,,,6,1,10,FALSE,0,33.06689587
14100109,2,0,5/6/2015,Wednesday,2,0,1,1,0,1,3,8,,5,OS_HI,1,SEATTLE,98102,2014final,,OS_HI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Capitol Hill,9,53033007401,530330074013,11603,1,5,2,5,1,4,1,5,4,5,5,2,5,,,,,,,,,4,1,10,FALSE,0,22.97602898
14100110,2,0,4/21/2015,Tuesday,4,1,1,1,0,1,4,3,,2,OS_MI,1,SEATTLE,98102,2014final,,OS_MI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Capitol Hill,9,53033007401,530330074014,11603,1,3,1,5,1,5,1,4,5,2,4,3,5,1,1,1,5,LOPEZ ISLAND,98261,WA,,1548,1,10,FALSE,0,41.23214934
14100112,2,0,5/7/2015,Thursday,9,0,1,1,0,0,4,4,,2,OS_HI,1,SEATTLE,98102,2014final,,OS_HI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Capitol Hill,9,53033007401,530330074011,11603,1,7,2,5,4,4,1,4,4,4,5,2,4,,,,,,,,,7,1,10,FALSE,0,23.16670796
14100115,2,0,5/14/2015,Thursday,0,1,2,2,0,0,8,7,,5,OS_LI,1,SEATTLE,98109,2014final,,OS_LI,King,Seattle CBD,Seattle South Lake Union,Seattle School District,Denny Triangle,12,53033007300,530330073002,11603,1,5,4,5,5,4,1,5,3,3,5,1,1,,,,,,,,,16,1,10,FALSE,0,6.684908892
14100116,2,0,4/23/2015,Thursday,10,1,1,1,0,1,4,6,,4,OS_MI,1,SEATTLE,98119,2014final,,OS_MI,King,Seattle CBD,Seattle Uptown,Seattle School District,Uptown,8,53033007100,530330071001,11603,1,6,1,5,1,5,1,5,3,5,3,1,5,,,,,,,,,1571,2,10,FALSE,0,12.63099155
14100119,2,0,5/13/2015,Wednesday,5,0,1,1,0,0,4,4,,2,OS_MI,1,SEATTLE,98119,2014final,,OS_MI,King,Seattle CBD,Seattle Uptown,Seattle School District,Uptown,8,53033007000,530330070002,11603,1,7,1,5,1,5,1,4,4,4,5,3,5,,,,,,,,,4,2,10,FALSE,0,13.04524099
14100121,2,0,6/2/2015,Tuesday,9,1,1,1,0,0,5,98,98,98,OS_MI,1,SEATTLE,98119,2014final,,OS_MI,King,Seattle CBD,Seattle Uptown,Seattle School District,Uptown,8,53033007000,530330070005,11603,1,5,1,5,5,4,3,4,4,5,4,2,3,,,,,,,,,12,2,10,FALSE,0,21.12465022
14100125,2,0,6/2/2015,Tuesday,4,1,1,1,0,1,3,3,,2,OS_LI,1,SEATTLE,98101,2014final,,OS_LI,King,Seattle CBD,Seattle Downtown,Seattle School District,Denny Triangle,12,53033007300,530330073002,11603,1,2,2,5,1,5,1,2,2,1,4,2,5,4,1,2,8,KALISPELL,59901,MT,0,11,1,10,FALSE,0,196.0796931
14100127,2,0,6/4/2015,Thursday,9,0,2,2,0,0,7,10,,5,OS_LI,1,SEATTLE,98101,2014final,,OS_LI,King,Seattle CBD,Seattle Downtown,Seattle School District,Denny Triangle,12,53033007300,530330073002,11603,4,4,2,5,1,2,3,5,2,3,5,1,3,2,5,2,8,ATLANTA,, GA,0,9,1,10,FALSE,0,4.386526187
14100132,2,0,4/28/2015,Tuesday,4,0,1,1,0,1,3,10,,5,OS_MI,1,SEATTLE,98102,2014final,,OS_MI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Capitol Hill,9,53033007402,530330074021,11603,1,4,2,5,3,4,1,5,3,5,4,2,3,2,2,1,1,SEATTLE,98102,WA,,5,1,10,FALSE,0,19.41684583
14100148,2,0,4/28/2015,Tuesday,12,1,3,2,1,2,1,98,98,98,OS_LI,1,SEATTLE,98101,2014final,,OS_LI,King,Seattle CBD,Seattle Downtown,Seattle School District,Commercial Core,13,53033008100,530330081003,11603,1,5,1,5,3,4,5,5,3,3,5,5,5,,,,,,,,,9,1,10,FALSE,0,26.3038835
14100149,2,0,4/29/2015,Wednesday,13,1,2,2,0,2,6,7,,5,OS_LI,1,SEATTLE,98122,2014final,,OS_LI,King,Seattle CBD, ,Seattle School District,Pike/Pine,10,53033008600,530330086001,11604,1,4,2,5,5,5,1,5,2,5,3,2,3,2,5,2,8,LINCOLN,, NE,0,10,2,10,FALSE,0,47.25410228
14100150,2,0,4/30/2015,Thursday,8,1,1,1,0,1,4,4,,2,OS_LI,1,SEATTLE,98104,2014final,,OS_LI,King,Seattle CBD,Seattle Downtown,Seattle School District,First Hill,11,53033009200,530330092001,11603,1,4,1,5,3,5,3,4,4,3,4,2,5,2,5,1,1,SEATTLE,98101,WA,,7278,1,10,FALSE,0,69.91345728
14100156,2,0,5/13/2015,Wednesday,4,2,2,2,0,0,8,6,,4,REG_HI,4,EDMONDS,98020,2014final,,REG_HI,Snohomish,Everett-Lynwood-Edmonds, ,Edmonds School District,,,53061050500,530610505002,11701,1,7,1,1,5,5,4,4,3,3,5,3,4,,,,,,,,,11,1,10,FALSE,0,42.62958784
14100160,2,0,5/12/2015,Tuesday,27,2,4,2,2,2,2,98,98,98,REG_HI,4,BRIER,98036,2014final,,REG_HI,Snohomish,Suburban Snohomish, ,Northshore School District,,,53061051914,530610519142,11701,1,5,1,1,3,4,5,4,3,5,4,3,4,,,,,,,,,10,1,20,FALSE,0,874.404144
14100168,2,0,5/12/2015,Tuesday,5,1,1,1,0,0,5,3,,2,OS_LI,4,MARYSVILLE,98270,2014final,,OS_LI,Snohomish,Suburban Snohomish, ,Marysville School District,,,53061052904,530610529042,11706,1,5,1,6,1,5,1,4,3,4,3,3,3,,,,,,,,,7,2,10,FALSE,0,175.0143773
14100169,2,0,4/22/2015,Wednesday,13,1,2,1,1,1,2,4,,2,REG_HI,4,ARLINGTON,98223,2014final,,REG_HI,Snohomish,Suburban Snohomish, ,Arlington School District,,,53061053400,530610534001,11706,1,5,1,1,3,5,5,5,4,4,4,3,5,,,,,,,,,5,1,10,FALSE,0,2772.023192
14100172,2,0,4/28/2015,Tuesday,16,2,3,2,1,1,2,5,,3,REG_HI,4,SULTAN,98294,2015reported,1,REG_MI,Snohomish,Suburban Snohomish, ,Sultan School District,,,53061053802,530610538022,11705,1,5,1,1,3,5,4,4,4,2,5,2,4,,,,,,,,,7,1,10,FALSE,0,938.2825599
14100173,2,0,5/5/2015,Tuesday,4,2,2,2,0,1,7,98,98,98,REG_HI,4,LAKE STEVENS,98258,2014final,,REG_HI,Snohomish,Suburban Snohomish, ,Lake Stevens School District,,,53061052503,530610525033,11705,1,3,2,1,3,5,1,4,5,5,1,4,5,1,1,1,4,LAKE STEVENS,98258,WA,,10,2,10,TRUE,0,104.8936786
14100178,2,0,4/21/2015,Tuesday,8,2,1,1,0,1,4,6,,4,OS_LI,3,ROY,98580,2014final,,REG_HI,Pierce,South Pierce, ,Yelm Community Schools,,,53053073006,530530730061,11507,1,6,1,1,3,3,1,3,4,2,1,3,2,,,,,,,,,15,2,10,FALSE,0,499.7030965
14100180,2,0,5/14/2015,Thursday,5,1,1,1,0,1,3,5,,3,OS_LI,1,SEATTLE,98122,2014final,,OS_LI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Pike/Pine,10,53033007402,530330074022,11603,1,3,2,5,3,4,3,5,3,5,5,4,5,2,5,2,8,STANFORD,94305,CA,0,5,1,10,FALSE,0,84.87280901
14100185,2,0,4/28/2015,Tuesday,4,0,1,1,0,1,4,3,,2,OS_LI,1,SEATTLE,98101,2014final,,OS_LI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,First Hill,11,53033008200,530330082002,11603,1,5,2,5,3,5,1,5,4,1,5,1,3,,,,,,,,,10,2,10,FALSE,0,24.86555126
14100187,2,0,5/12/2015,Tuesday,3,0,1,1,0,0,5,2,,1,OS_LI,1,SEATTLE,98122,2014final,,OS_LI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Pike/Pine,10,53033008600,530330086001,11604,2,3,2,5,3,1,3,1,1,4,1,2,4,2,5,1,3,TACOMA,98407,WA,,19,2,10,FALSE,0,30.93625573
14100188,2,0,5/13/2015,Wednesday,5,1,3,2,1,2,1,3,,2,OS_LI,1,SEATTLE,98122,2014final,,OS_LI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Pike/Pine,10,53033008600,530330086001,11604,1,3,2,5,5,5,3,4,3,2,4,3,3,2,5,1,1,SEATTLE,98121,WA,,12,2,10,TRUE,0,287.5177483
14100190,2,0,5/14/2015,Thursday,11,1,2,2,0,2,6,7,,5,OS_LI,1,SEATTLE,98144,2014final,,OS_LI,King,Seattle CBD, ,Seattle School District,First Hill,11,53033009000,530330090002,11604,1,4,1,2,4,5,1,4,1,1,5,2,5,2,5,1,1,SEATTLE,98102,WA,,7,2,10,FALSE,0,25.75009059
14100205,2,0,4/21/2015,Tuesday,8,1,1,1,0,0,5,4,,2,OS_LI,2,SILVERDALE,98383,2014final,,OS_LI,Kitsap,Kitsap,Silverdale,Central Kitsap School District,,,53035091201,530350912011,11801,1,6,2,5,3,4,1,4,3,5,2,4,4,,,,,,,,,6092,2,10,FALSE,0,81.06641671
14100208,2,0,4/21/2015,Tuesday,16,4,3,3,0,2,7,5,,3,OS_LI,3,TACOMA,98407,2014final,,OS_LI,Pierce,Tacoma, ,Tacoma Public Schools,,,53053060904,530530609044,11501,1,7,1,1,4,5,5,5,5,3,4,4,4,,,,,,,,,14,1,10,FALSE,0,20.357875
14100212,2,0,5/13/2015,Wednesday,7,1,3,2,1,1,2,7,,5,REG_HI,1,BELLEVUE,98008,2014final,,REG_HI,King,East Side, ,Bellevue School District,,,53033023000,530330230002,11608,1,6,1,1,3,5,4,5,5,3,4,1,5,,,,,,,,,10,2,10,FALSE,0,316.9898866
14100217,2,0,4/22/2015,Wednesday,4,0,1,1,0,1,3,8,,5,OS_HI,1,BELLEVUE,98004,2014final,,OS_HI,King,East Side,Bellevue,Bellevue School District,,,53033023804,530330238043,11608,1,3,2,5,1,2,1,5,3,4,4,3,5,1,2,2,9,"EDMONTON, ALBERTA",,,1,48,1,10,FALSE,0,65.38704125
14100219,2,0,6/2/2015,Tuesday,9,2,2,2,0,0,8,7,,5,OS_HI,1,SEATTLE,98115,2014final,,OS_HI,King,North Seattle-Shoreline, ,Seattle School District,,,53033002100,530330021003,11602,1,7,1,1,3,4,4,4,3,4,4,3,5,,,,,,,,,7,2,10,FALSE,0,10.1128055
14100221,2,0,6/3/2015,Wednesday,4,1,1,1,0,1,4,2,,1,OS_HI,1,SEATTLE,98107,2014final,,OS_HI,King,North Seattle-Shoreline, ,Seattle School District,Ballard,6,53033003300,530330033004,11601,1,7,2,1,3,5,3,4,4,4,4,4,4,,,,,,,,,78843,1,10,FALSE,0,31.1144193
14100224,2,0,4/23/2015,Thursday,2,1,1,1,0,1,5,2,,1,OS_HI,1,SEATTLE,98107,2014final,,OS_HI,King,North Seattle-Shoreline, ,Seattle School District,,,53033004800,530330048002,11601,1,7,1,1,5,5,5,5,5,3,5,5,5,,,,,,,,,6,2,20,FALSE,0,206.6703524
14100225,2,0,5/12/2015,Tuesday,3,1,1,1,0,1,4,98,98,98,OS_HI,1,SEATTLE,98103,2014final,,OS_HI,King,North Seattle-Shoreline, ,Seattle School District,,,53033004900,530330049001,11601,1,6,2,5,1,5,1,4,5,1,5,1,5,,,,,,,,,6,1,10,FALSE,0,38.47176113
14100236,2,0,4/22/2015,Wednesday,4,0,1,1,0,0,3,2,,1,OS_HI,1,SEATTLE,98144,2014final,,OS_HI,King,West-South Seattle, ,Seattle School District,,,53033010002,530330100022,11605,1,3,2,5,3,5,1,5,4,5,5,1,3,4,1,1,1,SEATTLE,98144,WA,,6,1,20,FALSE,0,154.1757906
14100238,2,0,4/30/2015,Thursday,19,2,4,2,2,1,2,7,,5,OS_HI,1,KIRKLAND,98034,2014final,,OS_HI,King,East Side, ,Lake Washington School District,,,53033022202,530330222025,11607,1,6,1,1,5,5,2,4,5,3,2,4,5,,,,,,,,,8,1,20,FALSE,0,102.6040109
14100241,2,0,6/2/2015,Tuesday,5,1,1,1,0,0,5,4,,2,OS_HI,2,BAINBRIDGE ISLAND,98110,2014final,,OS_HI,Kitsap,Kitsap, ,Bainbridge Island School District,,,53035090900,530350909002,11801,1,2,1,5,3,5,3,5,3,5,5,3,3,2,1,1,2,BAINBRIDGE ISLAND,98110,WA,,9,1,10,FALSE,0,72.90572259
14100248,2,0,4/23/2015,Thursday,2,1,1,1,0,1,3,3,,2,REG_MI,1,BELLEVUE,98006,2014final,,REG_MI,King,East Side, ,Bellevue School District,,,53033024800,530330248003,11608,1,5,1,5,2,4,5,3,3,4,4,3,4,,,,,,,,,13,1,10,FALSE,0,370.0541374
14100249,2,0,4/28/2015,Tuesday,8,1,1,1,0,0,5,4,,2,REG_MI,1,BELLEVUE,98006,2014final,,REG_MI,King,East Side, ,Bellevue School District,,,53033024800,530330248003,11608,1,7,1,5,3,5,3,5,4,5,5,5,5,,,,,,,,,12,2,10,FALSE,0,105.4644558
14100255,2,0,5/7/2015,Thursday,2,1,1,1,0,1,4,7,,5,OS_MI,1,SEATTLE,98107,2014final,,OS_MI,King,North Seattle-Shoreline, ,Seattle School District,Ballard,6,53033004700,530330047003,11601,1,5,1,5,4,4,2,5,3,5,4,3,5,,,,,,,,,20,2,10,FALSE,0,8.723676143
14100257,2,0,5/12/2015,Tuesday,6,2,2,2,0,1,8,4,,2,OS_MI,1,SEATTLE,98119,2014final,,OS_MI,King,Seattle CBD,Seattle Uptown,Seattle School District,Uptown,8,53033007100,530330071001,11603,1,6,1,5,5,5,1,5,3,5,4,4,5,,,,,,,,,21,2,10,FALSE,0,89.24530314
14100262,2,0,5/5/2015,Tuesday,7,0,1,1,0,0,4,2,,1,OS_MI,1,SEATTLE,98101,2014final,,OS_MI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,First Hill,11,53033008300,530330083002,11603,1,2,2,5,1,5,1,5,4,4,5,1,3,2,7,1,1,SEATTLE,98122,WA,,19,1,10,FALSE,0,33.54792377
14100272,2,0,4/23/2015,Thursday,10,2,2,2,0,1,7,4,,2,OS_MI,1,KIRKLAND,98034,2014final,,OS_MI,King,East Side, ,Lake Washington School District,,,53033022005,530330220051,11607,1,4,1,1,1,5,1,4,4,4,1,1,4,1,1,1,1,KIRKLAND,98034,WA,,13,1,10,FALSE,0,182.8140943
14100285,2,0,4/28/2015,Tuesday,6,1,2,2,0,1,7,5,,3,REG_HI,1,SEATTLE,98116,2014final,,REG_HI,King,West-South Seattle, ,Seattle School District,Admiral,15,53033009800,530330098001,11605,1,5,2,5,4,5,3,5,3,5,5,4,5,,,,,,,,,7,2,10,FALSE,0,43.25605733
14100288,2,0,5/14/2015,Thursday,6,1,1,1,0,1,4,2,,1,REG_HI,1,SEATTLE,98106,2014final,,REG_HI,King,West-South Seattle, ,Seattle School District,,,53033011401,530330114013,11605,1,6,1,1,3,5,1,1,4,3,5,3,4,,,,,,,,,33,2,20,FALSE,0,993.3559377
14100289,2,0,6/2/2015,Tuesday,12,3,3,3,0,2,8,7,,5,REG_HI,1,SEATTLE,98136,2014final,,REG_HI,King,West-South Seattle, ,Seattle School District,,,53033011600,530330116003,11605,1,7,1,1,3,5,4,5,5,4,4,4,5,,,,,,,,,13,1,10,FALSE,0,240.091949
14100290,2,0,5/5/2015,Tuesday,3,2,1,1,0,0,5,98,98,98,REG_HI,1,SEATTLE,98146,2014final,,REG_HI,King,West-South Seattle, ,Seattle School District,,,53033012000,530330120002,11605,1,7,1,1,3,5,3,4,4,5,5,3,3,,,,,,,,,13,2,10,FALSE,0,226.838342
14100291,2,0,4/22/2015,Wednesday,7,1,1,1,0,0,4,3,,2,REG_HI,1,SHORELINE,98155,2014final,,REG_HI,King,North Seattle-Shoreline, ,Shoreline School District,,,53033020500,530330205002,11606,1,7,1,1,5,5,5,3,4,5,3,3,5,,,,,,,,,8,2,10,TRUE,0,99.18307984
14100292,2,0,4/30/2015,Thursday,6,2,2,2,0,2,6,7,,5,REG_HI,1,SHORELINE,98155,2014final,,REG_HI,King,North Seattle-Shoreline, ,Shoreline School District,,,53033021000,530330210001,11606,1,4,1,1,3,5,5,4,3,4,5,4,4,2,1,1,1,SHORELINE,98155,WA,,12,2,10,FALSE,0,405.3467575
14100297,2,0,4/29/2015,Wednesday,3,2,2,2,0,0,8,9,,5,REG_HI,1,KIRKLAND,98034,2014final,,REG_HI,King,East Side, ,Lake Washington School District,,,53033022300,530330223002,11607,2,6,1,1,4,4,1,3,5,3,1,2,3,,,,,,,,,9,2,10,FALSE,0,35.38014139
